Unnamed: 0,Date,Team,Acquired,Relinquished,Notes
18071,2012-03-18,Rockets, Marcus Camby,,activated from IL
18072,2012-03-18,Timberwolves,, Nikola Pekovic,placed on IL with sore left ankle
18073,2012-03-18,Timberwolves, Michael Beasley,,activated from IL
18074,2012-03-18,Wizards,, Rashard Lewis,placed on IL with sore left knee (out for season)
18075,2012-03-18,Blazers, Elliot Williams,,activated from IL (P)
18076,2012-03-18,Blazers,, Elliot Williams,placed on IL (F) (out for season)
18077,2012-03-19,Bobcats,, Corey Maggette,placed on IL with back injury
18078,2012-03-19,Bobcats, DeSagana Diop,,activated from IL
18079,2012-03-19,Cavaliers,, Manny Harris,placed on IL (F)
18080,2012-03-19,Magic,, Von Wafer,placed on IL with back injury
18081,2012-03-19,Magic, Ishmael Smith / Ish Smith,,activated from IL
18082,2012-03-19,Nuggets,, Jordan Hamilton,placed on IL
18083,2012-03-19,Nuggets,, Julyan Stone,placed on IL
18084,2012-03-19,Nuggets, JaVale McGee,,activated from IL
18085,2012-03-19,Timberwolves,, Darko Milicic,placed on IL
18086,2012-03-19,Timberwolves, Nikola Pekovic,,activated from IL
18087,2012-03-19,Warriors,, Stephen Curry,placed on IL (F)
18088,2012-03-19,Hawks,, Jannero Pargo,placed on IL with appendectomy
18089,2012-03-20,Bucks,, Jon Leuer,placed on IL
18090,2012-03-20,Bucks, Ersan Ilyasova,,activated from IL
18091,2012-03-20,Clippers, Travis Leslie,,activated from IL
18092,2012-03-20,Jazz,, Josh Howard,placed on IL with surgery on left knee
18093,2012-03-20,Kings, Tyreke Evans,,activated from IL
18094,2012-03-20,Knicks,, Baron Davis,placed on IL with strained right hamstring
18095,2012-03-20,Pacers,, Jeff Foster,placed on IL with sore lower back
18096,2012-03-20,Pacers, Leandro Barbosa,,activated from IL
18097,2012-03-20,Raptors, Jose Calderon,,activated from IL (P)
18098,2012-03-21,76ers, Craig Brackins,,activated from IL
18099,2012-03-21,Hawks,, Jannero Pargo,placed on IL with appendectomy
18100,2012-03-21,Hawks, Marvin Williams,,activated from IL
18101,2012-03-21,Knicks,, Jerome Jordan,placed on IL
18102,2012-03-21,Knicks, Baron Davis,,activated from IL
18103,2012-03-21,Magic,, Daniel Orton,placed on IL
18104,2012-03-21,Magic, Justin Harper,,activated from IL
18105,2012-03-21,Nuggets,, Kosta Koufos,placed on IL with left knee tendinitis
18106,2012-03-21,Nuggets,, Rudy Fernandez,placed on IL with strained lower back (out for season)
18107,2012-03-21,Nuggets, Jordan Hamilton,,activated from IL
18108,2012-03-21,Nuggets, Julyan Stone,,activated from IL
18109,2012-03-21,Spurs,, Matt Bonner,placed on IL with back injury (F)
18110,2012-03-21,Spurs,, Patrick Mills / Patty Mills,placed on IL
18111,2012-03-21,Thunder,, Daequan Cook,placed on IL with knee injury
18112,2012-03-21,Timberwolves,, Nikola Pekovic,placed on IL with sore left ankle (F)
18113,2012-03-21,Blazers, Mehmet Okur,,activated from IL
18114,2012-03-22,Blazers,, Elliot Williams,placed on IL (P) (out for season)
18115,2012-03-22,Kings,, Terrence Williams,placed on IL
18116,2012-03-23,Bobcats,, Eduardo Najera,placed on IL with sore left knee
18117,2012-03-23,Bobcats, Corey Maggette,,activated from IL
18118,2012-03-23,Celtics,, Ray Allen,placed on IL with sore left (P) / right (CBC) ankle
18119,2012-03-23,Heat,, Terrel Harris,placed on IL
18120,2012-03-23,Knicks,, Jared Jeffries,placed on IL with right knee inflammation
18121,2012-03-23,Knicks, Jerome Jordan,,activated from IL
18122,2012-03-23,Magic,, Justin Harper,placed on IL
18123,2012-03-23,Magic, Daniel Orton,,activated from IL
18124,2012-03-23,Mavericks, Brendan Haywood,,activated from IL
18125,2012-03-23,Spurs,, Cory Joseph,placed on IL
18126,2012-03-23,Spurs, Matt Bonner,,activated from IL
18127,2012-03-23,Timberwolves,, Nikola Pekovic,placed on IL with sore left ankle (P)
18128,2012-03-23,Timberwolves, Darko Milicic,,activated from IL
18129,2012-03-23,Celtics, Chris Wilcox,,activated from IL
18130,2012-03-23,Mavericks,, Kelenna Azubuike,placed on IL
18131,2012-03-23,Pacers,, Kyrylo Fesenko,placed on IL
18132,2012-03-24,Clippers,, Travis Leslie,placed on IL
18133,2012-03-24,Hornets, Carl Landry,,activated from IL (P)
18134,2012-03-24,Kings,, Jason Thompson,placed on IL with sprained left ankle
18135,2012-03-24,Pistons, Charlie Villanueva,,activated from IL
18136,2012-03-24,Spurs,, Emanuel Ginobili / Manu Ginobili,placed on IL with sore hip (F)
18137,2012-03-24,Spurs,, Tiago Splitter,placed on IL with back spasms (F)
18138,2012-03-24,Wizards,, Andray Blatche,placed on IL (F) (out for season)
18139,2012-03-24,Warriors,, Chris Wright (b. 1988-09-30),placed on IL (F)
18140,2012-03-25,Celtics,, Mickael Pietrus,placed on IL with neck injury / concussion
18141,2012-03-25,Grizzlies,, Josh Selby,placed on IL
18142,2012-03-25,Celtics, Ray Allen,,activated from IL
18143,2012-03-25,Thunder, Reggie Jackson (Shon),,activated from IL
18144,2012-03-26,Clippers,, Maurice Williams / Mo Williams,placed on IL with sprained left big toe
18145,2012-03-26,Knicks,, Amare Stoudemire / Amar'e Stoudemire,placed on IL with bulging disc in lower back
18146,2012-03-26,Knicks, Jared Jeffries,,activated from IL
18147,2012-03-26,Rockets,, Greg Smith (b. 1991-01-08),placed on IL (F)
18148,2012-03-27,76ers, Craig Brackins,,activated from IL (P)
18149,2012-03-27,Spurs,, Tiago Splitter,placed on IL with back spasms (P)
18150,2012-03-27,Spurs, Patrick Mills / Patty Mills,,activated from IL
18151,2012-03-27,Warriors,, Stephen Curry,placed on IL with sprained right ankle (out for season)
18152,2012-03-28,Bobcats,, Cory Higgins,placed on IL
18153,2012-03-28,Bobcats, Eduardo Najera,,activated from IL
18154,2012-03-28,Kings,, John Salmons,placed on IL with hip injury (out for season)
18155,2012-03-28,Kings, Jason Thompson,,activated from IL
18156,2012-03-28,Magic,, Daniel Orton,placed on IL
18157,2012-03-28,Magic, Von Wafer,,activated from IL
18158,2012-03-28,Nuggets,, Danilo Gallinari,placed on IL with fractured left thumb
18159,2012-03-28,Nuggets, Kosta Koufos,,activated from IL
18160,2012-03-28,Raptors,, Jerryd Bayless,placed on IL with partially torn left oblique muscle (out for season)
18161,2012-03-28,Spurs,, Justin Dentmon,placed on IL
18162,2012-03-28,Spurs, Tiago Splitter,,activated from IL
18163,2012-03-29,Mavericks,, Dominique Jones,placed on IL
18164,2012-03-29,Mavericks, Delonte West,,activated from IL
18165,2012-03-29,Wizards,, Andray Blatche,placed on IL (P) (out for season)
18166,2012-03-30,Bobcats,, DeSagana Diop,placed on IL
18167,2012-03-30,Bobcats, Cory Higgins,,activated from IL
18168,2012-03-30,Bucks,, Carlos Delfino,placed on IL with right groin injury
18169,2012-03-30,Bucks, Jon Leuer,,activated from IL
18170,2012-03-30,Cavaliers,, Daniel Gibson,placed on IL with torn tendon in left ankle
18171,2012-03-30,Heat, Terrel Harris,,activated from IL
18172,2012-03-30,Magic,, Von Wafer,placed on IL
18173,2012-03-30,Magic, Daniel Orton,,activated from IL
18174,2012-03-30,Rockets,, Malcolm Thomas (b. 1988-11-08),placed on IL
18175,2012-03-31,Bobcats,, Corey Maggette,placed on IL with strained right Achilles tendon
18176,2012-03-31,Bobcats, DeSagana Diop,,activated from IL
18177,2012-03-31,Knicks,, Jared Jeffries,placed on IL with sore right knee
18178,2012-03-31,Knicks, Bill Walker / Henry Walker,,activated from IL
18179,2012-04-01,Heat,, Eddy Curry,placed on IL
18180,2012-04-01,Hornets,, Emeka Okafor,placed on IL (F) (out for season)
18181,2012-04-01,Hornets,, Trevor Ariza,placed on IL (F)
18182,2012-04-01,Magic,, Dwight Howard,placed on IL with back injury
18183,2012-04-01,Magic, Justin Harper,,activated from IL
18184,2012-04-01,Timberwolves,, Michael Beasley,placed on IL with strained left big toe
18185,2012-04-01,Timberwolves, Nikola Pekovic,,activated from IL
18186,2012-04-02,Bulls, Richard Hamilton,,activated from IL (P)
18187,2012-04-02,Mavericks,, Jason Kidd,placed on IL with strained right groin
18188,2012-04-02,Mavericks, Dominique Jones,,activated from IL
18189,2012-04-02,Thunder,, Reggie Jackson (Shon),placed on IL
18190,2012-04-02,Thunder, Daequan Cook,,activated from IL
18191,2012-04-03,Bobcats,, DeSagana Diop,placed on IL (F)
18192,2012-04-03,Heat,, Dwyane Wade,placed on IL with bruised left knee
18193,2012-04-03,Heat, Eddy Curry,,activated from IL
18194,2012-04-03,Magic,, Jameer Nelson,placed on IL with calf injury
18195,2012-04-03,Magic,, Ryan Anderson,placed on IL with sprained right ankle
18196,2012-04-03,Magic, Von Wafer,,activated from IL
18197,2012-04-03,Magic, Dwight Howard,,activated from IL
18198,2012-04-04,Hawks,, Vladimir Radmanovic,placed on IL with back injury
18199,2012-04-04,Hawks, Jannero Pargo,,activated from IL
18200,2012-04-04,Heat,, Eddy Curry,placed on IL
18201,2012-04-04,Heat, Dwyane Wade,,activated from IL
18202,2012-04-04,Hornets,, Emeka Okafor,placed on IL (P) with sore left knee (out for season)
18203,2012-04-04,Hornets, Eric Gordon,,activated from IL
18204,2012-04-04,Timberwolves,, Luke Ridnour,placed on IL with sprained right ankle (out for season)
18205,2012-04-04,Timberwolves, Michael Beasley,,activated from IL
18206,2012-04-05,Bulls,, Derrick Rose,placed on IL with strained groin
18207,2012-04-05,Knicks,, Jeremy Lin,placed on IL recovering from surgery on left knee to repair torn meniscus (out for season)
18208,2012-04-05,Knicks, Jared Jeffries,,activated from IL
18209,2012-04-05,Magic,, Quentin Richardson,placed on IL with sore back
18210,2012-04-05,Magic, Jameer Nelson,,activated from IL
18211,2012-04-06,Raptors,, Gary Forbes,placed on IL with sore left knee
18212,2012-04-07,Bobcats,, Eduardo Najera,placed on IL with fractured frontal bone (out for season)
18213,2012-04-07,Bobcats, Corey Maggette,,activated from IL
18214,2012-04-07,Bucks,, Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with right knee injury
18215,2012-04-07,Bucks, Carlos Delfino,,activated from IL
18216,2012-04-08,Bulls,, Brian Scalabrine,placed on IL
18217,2012-04-08,Bulls, Derrick Rose,,activated from IL
18218,2012-04-08,Heat,, Dwyane Wade,placed on IL with sore right ankle
18219,2012-04-08,Heat, Eddy Curry,,activated from IL
18220,2012-04-08,Heat, Mike Miller,,activated from IL
18221,2012-04-08,Raptors,, Solomon Alabi,placed on IL (P)
18222,2012-04-08,Raptors, Gary Forbes,,activated from IL
18223,2012-04-08,Rockets, Kyle Lowry,,activated from IL (P)
18224,2012-04-09,Bucks,, Jon Leuer,placed on IL
18225,2012-04-09,Bucks, Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
18226,2012-04-09,Magic,, Dwight Howard,placed on IL with back spasms / herniated disc in back (out for season)
18227,2012-04-09,Magic,, Hidayet Turkoglu / Hedo Turkoglu,placed on IL recovering from surgery to repair facial fracture
18228,2012-04-09,Magic, Quentin Richardson,,activated from IL
18229,2012-04-09,Magic, Ryan Anderson,,activated from IL
18230,2012-04-09,Mavericks,, Lamar Odom,placed on IL
18231,2012-04-09,Nuggets,, Wilson Chandler,placed on IL with strained left groin
18232,2012-04-09,Nuggets, Danilo Gallinari,,activated from IL
18233,2012-04-09,Raptors,, Andrea Bargnani,placed on IL with left calf injury (out for season)
18234,2012-04-09,Raptors, Solomon Alabi,,activated from IL
18235,2012-04-09,Warriors, Chris Wright (b. 1988-09-30),,activated from IL
18236,2012-04-09,Mavericks, Kelenna Azubuike,,activated from IL
18237,2012-04-10,Bulls,, Derrick Rose,placed on IL with sprained right ankle
18238,2012-04-10,Bulls, Brian Scalabrine,,activated from IL
18239,2012-04-10,Heat,, Dexter Pittman,placed on IL
18240,2012-04-10,Heat, Dwyane Wade,,activated from IL
18241,2012-04-10,Mavericks,, Kelenna Azubuike,placed on IL
18242,2012-04-10,Mavericks, Jason Kidd,,activated from IL
18243,2012-04-11,Celtics,, Ray Allen,placed on IL with sore right ankle
18244,2012-04-11,Celtics, Mickael Pietrus,,activated from IL
18245,2012-04-12,Bobcats, DeSagana Diop,,activated from IL
18246,2012-04-12,Bulls,, Brian Scalabrine,placed on IL
18247,2012-04-12,Bulls, Derrick Rose,,activated from IL
18248,2012-04-12,Clippers, Maurice Williams / Mo Williams,,activated from IL
18249,2012-04-13,Hawks, Vladimir Radmanovic,,activated from IL
18250,2012-04-13,Heat,, Ronny Turiaf,placed on IL with strained left hamstring
18251,2012-04-13,Heat,, Udonis Haslem,placed on IL with stomach virus
18252,2012-04-13,Heat, Dexter Pittman,,activated from IL
18253,2012-04-13,Heat, Eddy Curry,,activated from IL (P)
18254,2012-04-13,Hornets,, Chris Johnson (b. 1985-07-15),placed on IL
18255,2012-04-13,Mavericks,, Jason Kidd,placed on IL for rest
18256,2012-04-13,Mavericks, Kelenna Azubuike,,activated from IL
18257,2012-04-13,Pacers,, Darren Collison,placed on IL with sore groin
18258,2012-04-13,Pacers, Kyrylo Fesenko,,activated from IL
18259,2012-04-13,Thunder,, Lazar Hayward,placed on IL with flu
18260,2012-04-13,Thunder, Reggie Jackson (Shon),,activated from IL
18261,2012-04-13,Hawks,, Ivan Johnson,placed on IL
18262,2012-04-14,Cavaliers,, Semih Erden,placed on IL
18263,2012-04-14,Thunder,, Reggie Jackson (Shon),placed on IL
18264,2012-04-14,Thunder, Lazar Hayward,,activated from IL
18265,2012-04-14,Cavaliers, Luke Harangody,,activated from IL
18266,2012-04-15,Bobcats,, Corey Maggette,placed on IL with sore right Achilles tendon (out for season)
18267,2012-04-15,Cavaliers, Semih Erden,,activated from IL
18268,2012-04-15,Grizzlies, Josh Selby,,activated from IL
18269,2012-04-15,Hawks,, Zaur Pachulia / Zaza Pachulia,placed on IL with sprained left ankle (out for season)
18270,2012-04-15,Heat,, Eddy Curry,placed on IL
18271,2012-04-15,Heat, Udonis Haslem,,activated from IL
18272,2012-04-15,Mavericks,, Rodrigue Beaubois,placed on IL with strained right calf
18273,2012-04-15,Mavericks, Jason Kidd,,activated from IL
18274,2012-04-15,Nuggets,, Julyan Stone,placed on IL
18275,2012-04-15,Nuggets, Wilson Chandler,,activated from IL
18276,2012-04-15,Cavaliers,, Luke Harangody,placed on IL
18277,2012-04-15,Hawks, Ivan Johnson,,activated from IL
18278,2012-04-16,Bulls,, Derrick Rose,placed on IL with sore right foot
18279,2012-04-16,Bulls, Brian Scalabrine,,activated from IL
18280,2012-04-16,Nuggets,, Wilson Chandler,placed on IL with groin injury (out for season)
18281,2012-04-16,Nuggets, Julyan Stone,,activated from IL
18282,2012-04-16,Pacers,, Lance Stephenson,placed on IL
18283,2012-04-16,Pacers, Darren Collison,,activated from IL
18284,2012-04-17,Pacers,, Darren Collison,placed on IL with groin injury
18285,2012-04-17,Pacers, Lance Stephenson,,activated from IL
18286,2012-04-18,Cavaliers,, Semih Erden,placed on IL (out for season)
18287,2012-04-18,Hornets,, Jarrett Jack,placed on IL with stress fracture in right foot (out for season)
18288,2012-04-18,Mavericks,, Kelenna Azubuike,placed on IL
18289,2012-04-18,Mavericks, Rodrigue Beaubois,,activated from IL
18290,2012-04-18,Hornets, Chris Johnson (b. 1985-07-15),,activated from IL
18291,2012-04-18,Cavaliers, Luke Harangody,,activated from IL
18292,2012-04-18,Pistons, Vernon Macklin,,activated from IL
18293,2012-04-19,Bucks,, Ersan Ilyasova,placed on IL with thigh injury
18294,2012-04-19,Bucks, Jon Leuer,,activated from IL
18295,2012-04-20,Celtics,, Mickael Pietrus,placed on IL
18296,2012-04-20,Knicks,, Jared Jeffries,placed on IL (out for season)
18297,2012-04-20,Knicks, Amare Stoudemire / Amar'e Stoudemire,,activated from IL
18298,2012-04-20,Mavericks,, Dominique Jones,placed on IL
18299,2012-04-20,Mavericks, Kelenna Azubuike,,activated from IL
18300,2012-04-20,Celtics, Jermaine O'Neal,,activated from IL
18301,2012-04-21,Bucks,, Jon Leuer,placed on IL
18302,2012-04-21,Bucks, Ersan Ilyasova,,activated from IL
18303,2012-04-21,Bulls,, Brian Scalabrine,placed on IL
18304,2012-04-21,Bulls, Derrick Rose,,activated from IL
18305,2012-04-21,Grizzlies,, Jeremy Pargo,placed on IL
18306,2012-04-21,Mavericks,, Jason Kidd,placed on IL for rest
18307,2012-04-21,Mavericks, Dominique Jones,,activated from IL
18308,2012-04-21,Pacers,, Lance Stephenson,placed on IL
18309,2012-04-21,Pacers, Darren Collison,,activated from IL
18310,2012-04-22,Pistons,, Vernon Macklin,placed on IL
18311,2012-04-23,Bucks,, Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with sore right knee (out for season)
18312,2012-04-23,Bucks, Jon Leuer,,activated from IL
18313,2012-04-23,Grizzlies,, Gilbert Arenas,placed on IL
18314,2012-04-23,Grizzlies, Jeremy Pargo,,activated from IL
18315,2012-04-23,Pacers,, Danny Granger,placed on IL with knee injury / rest (out for season)
18316,2012-04-23,Pacers, Lance Stephenson,,activated from IL
18317,2012-04-23,Pistons,, Ben Wallace,placed on IL
18318,2012-04-23,Pistons, Vernon Macklin,,activated from IL
18319,2012-04-24,Jazz,, C.J. Miles,placed on IL with strained gastrocnemius (out for season)
18320,2012-04-24,Jazz, Josh Howard,,activated from IL
18321,2012-04-24,Thunder,, James Harden,placed on IL with concussion (out for season)
18322,2012-04-24,Thunder, Reggie Jackson (Shon),,activated from IL
18323,2012-04-25,76ers,, Elton Brand,placed on IL for rest
18324,2012-04-25,Spurs,, (William) Tony Parker,placed on IL for rest (out for season)
18325,2012-04-25,Spurs,, Tim Duncan,placed on IL for rest
18326,2012-04-25,Spurs, Cory Joseph,,activated from IL
18327,2012-04-26,Bulls,, Luol Deng,placed on IL (out for season)
18328,2012-04-26,Bulls, Brian Scalabrine,,activated from IL
18329,2012-04-26,Celtics,, Greg Stiemsma,placed on IL with sore right foot
18330,2012-04-26,Celtics, Mickael Pietrus,,activated from IL
18331,2012-04-26,Grizzlies,, Josh Selby,placed on IL
18332,2012-04-26,Grizzlies, Gilbert Arenas,,activated from IL
18333,2012-04-26,Heat,, Dwyane Wade,placed on IL with dislocated left index finger
18334,2012-04-26,Heat, Eddy Curry,,activated from IL
18335,2012-04-26,Heat, Ronny Turiaf,,activated from IL
18336,2012-04-26,Jazz,, Earl Watson,placed on IL with knee injury (out for season)
18337,2012-04-26,Jazz, Raja Bell,,activated from IL (P)
18338,2012-04-26,Lakers,, Matt Barnes,placed on IL with sprained right ankle
18339,2012-04-26,Lakers, Christian Eyenga,,activated from IL
18340,2012-04-26,Magic,, Glen Davis,placed on IL with sprained right ankle (out for season)
18341,2012-04-26,Magic, Hidayet Turkoglu / Hedo Turkoglu,,activated from IL
18342,2012-04-26,Pistons,, Walker Russell Jr.,placed on IL
18343,2012-04-26,Pistons, Ben Wallace,,activated from IL
18344,2012-04-26,Rockets,, Earl Boykins,placed on IL
18345,2012-04-26,Rockets,, Marcus Camby,placed on IL
18346,2012-04-26,Rockets, Courtney Simpson,,activated from IL
18347,2012-04-26,Rockets, Greg Smith (b. 1991-01-08),,activated from IL
18348,2012-04-28,76ers,, Xavier Silas,placed on IL
18349,2012-04-28,Bulls,, Brian Scalabrine,placed on IL
18350,2012-04-28,Heat,, Eddy Curry,placed on IL
18351,2012-04-28,Heat,, Terrel Harris,placed on IL
18352,2012-04-28,Heat, Dwyane Wade,,activated from IL
18353,2012-04-28,Knicks,, Toney Douglas,placed on IL
18354,2012-04-28,Mavericks,, Dominique Jones,placed on IL
18355,2012-04-28,Pacers,, Kyrylo Fesenko,placed on IL
18356,2012-04-28,Thunder,, Reggie Jackson (Shon),placed on IL
18357,2012-04-29,Celtics,, JaJuan Johnson,placed on IL
18358,2012-04-29,Clippers,, Travis Leslie,placed on IL
18359,2012-04-29,Lakers,, Darius Morris,placed on IL
18360,2012-04-29,Spurs,, Cory Joseph,placed on IL
18361,2012-04-29,Spurs,, Derrick Byars,placed on IL
18362,2012-04-30,Knicks,, Iman Shumpert,placed on IL with torn lateral meniscus / ACL (CBC) / ACL and MCL (P) in left knee (out for season)
18363,2012-04-30,Knicks, Toney Douglas,,activated from IL
18364,2012-04-30,Magic,, DeAndre Liggins,placed on IL
18365,2012-05-01,Bulls,, Derrick Rose,placed on IL with torn ACL in left knee (out for season)
18366,2012-05-01,Bulls, Brian Scalabrine,,activated from IL
18367,2012-05-02,Clippers,, Caron Butler,placed on IL with fractured metacarpal bone in left hand (out for season)
18368,2012-05-02,Clippers, Travis Leslie,,activated from IL
18369,2012-05-02,Grizzlies,, Jeremy Pargo,placed on IL
18370,2012-05-02,Grizzlies, Josh Selby,,activated from IL
18371,2012-05-03,Knicks,, Amare Stoudemire / Amar'e Stoudemire,placed on IL with left hand injury
18372,2012-05-04,Celtics,, Sean Williams,placed on IL
18373,2012-05-04,Celtics, Ray Allen,,activated from IL
18374,2012-05-05,Clippers,, Travis Leslie,placed on IL
18375,2012-05-05,Clippers, Caron Butler,,activated from IL
18376,2012-05-06,Hawks,, Jerry Stackhouse,placed on IL (out for season)
18377,2012-05-06,Hawks, Al Horford,,activated from IL
18378,2012-05-06,Knicks, Amare Stoudemire / Amar'e Stoudemire,,activated from IL
18379,2012-05-09,Knicks,, Baron Davis,"placed on IL with torn ACL, MCL, and patella tendon in right knee (out for season)"
18380,2012-05-10,Lakers,, Metta World Peace / Ron Artest,placed on IL for suspension
18381,2012-05-10,Lakers, Darius Morris,,activated from IL
18382,2012-05-12,76ers,, Craig Brackins,placed on IL
18383,2012-05-12,76ers, Xavier Silas,,activated from IL
18384,2012-05-12,Lakers,, Christian Eyenga,placed on IL
18385,2012-05-12,Lakers, Metta World Peace / Ron Artest,,activated from IL
18386,2012-05-15,Heat,, Chris Bosh,placed on IL with strained abdominal muscle
18387,2012-05-15,Heat, Terrel Harris,,activated from IL
18388,2012-05-21,Celtics,, Avery Bradley,placed on IL with left shoulder injury (out for season)
18389,2012-05-21,Celtics, Sean Williams,,activated from IL
18390,2012-06-05,Heat,, Terrel Harris,placed on IL
18391,2012-06-05,Heat, Chris Bosh,,activated from IL
18392,2012-06-12,Heat,, Dexter Pittman,placed on IL (out for season)
18393,2012-06-12,Heat, Terrel Harris,,activated from IL
18394,2012-10-30,Cavaliers,, Jeremy Pargo,placed on IL
18395,2012-10-30,Cavaliers,, Luke Harangody,placed on IL
18396,2012-10-30,Celtics,, Fab Melo,placed on IL
18397,2012-10-30,Heat,, Dexter Pittman,placed on IL with strained quadricep
18398,2012-10-30,Heat,, Joel Anthony,placed on IL with strained left hamstring
18399,2012-10-30,Lakers,, Darius Johnson-Odom,placed on IL
18400,2012-10-30,Lakers,, Earl Clark,placed on IL with strained left groin
18401,2012-10-30,Mavericks,, Chris Kaman,placed on IL with strained right calf
18402,2012-10-30,Mavericks,, Dirk Nowitzki,placed on IL recovering from arthroscopic surgery on right knee
18403,2012-10-30,Wizards,, John Wall (Hildred),placed on IL with strained left knee
18404,2012-10-30,Wizards,, Kevin Seraphin,placed on IL with strained right calf
18405,2012-10-30,Wizards,, Nene / Nene Hilario / Maybyner Hilario,placed on IL with plantar fasciitis in left foot
18406,2012-10-30,Celtics,, Avery Bradley,placed on IL recovering from surgery on left shoulder
18407,2012-10-31,76ers,, Andrew Bynum,placed on IL with rehab on right knee (out for season)
18408,2012-10-31,Blazers,, Elliot Williams,placed on IL recovering from surgery to repair torn left Achilles tendon (out for season)
18409,2012-10-31,Blazers,, Ronnie Price,placed on IL with sprained right ankle
18410,2012-10-31,Bulls,, Derrick Rose,placed on IL recovering from surgery on left knee to repair torn ACL (out for season)
18411,2012-10-31,Clippers,, Chauncey Billups,placed on IL recovering from surgery to repair turn left Achilles tendon
18412,2012-10-31,Clippers,, Grant Hill,placed on IL with bone bruise in right knee
18413,2012-10-31,Clippers,, Trey Thompkins,placed on IL with bone bruise in left knee
18414,2012-10-31,Grizzlies,, Darrell Arthur,placed on IL with fractured bone in left leg
18415,2012-10-31,Hornets,, Eric Gordon,placed on IL with sore left knee / right knee injury
18416,2012-10-31,Jazz,, Earl Watson,placed on IL with rehab on right (P) / left (CBC) knee
18417,2012-10-31,Nuggets,, Julyan Stone,placed on IL
18418,2012-10-31,Nuggets,, Timofey Mozgov,placed on IL with strained left knee
18419,2012-10-31,Pacers,, Danny Granger,placed on IL with sore left knee / patellar tendinitis in left knee
18420,2012-10-31,Pacers,, Miles Plumlee,placed on IL
18421,2012-10-31,Pistons,, Corey Maggette,placed on IL with strained left calf
18422,2012-10-31,Pistons,, Viacheslav Kravtsov / Sasha Kravtsov,placed on IL
18423,2012-10-31,Raptors,, Dominic McGuire,placed on IL
18424,2012-10-31,Raptors,, Quincy Acy,placed on IL
18425,2012-10-31,Rockets,, Patrick Patterson,placed on IL with strained left quadricep
18426,2012-10-31,Rockets,, Scott Machado,placed on IL
18427,2012-10-31,Spurs,, Emanuel Ginobili / Manu Ginobili,placed on IL with back spasms
18428,2012-10-31,Suns,, Channing Frye,placed on IL with enlarged heart (out for season)
18429,2012-10-31,Suns,, Diante Garrett,placed on IL
18430,2012-10-31,Warriors,, Jeremy Tyler,placed on IL
18431,2012-10-31,Warriors,, Kent Bazemore,placed on IL
18432,2012-11-01,Thunder,, Daniel Orton,placed on IL
18433,2012-11-02,Bobcats,, DeSagana Diop,placed on IL
18434,2012-11-02,Bucks,, John Henson,placed on IL with bone bruise in left knee / sprained left knee
18435,2012-11-02,Bucks,, Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL recovering from surgery on right knee
18436,2012-11-02,Hawks,, Johan Petro,placed on IL with sore back
18437,2012-11-02,Heat,, Terrel Harris,placed on IL
18438,2012-11-02,Heat, Joel Anthony,,activated from IL
18439,2012-11-02,Knicks,, Amare Stoudemire / Amar'e Stoudemire,placed on IL recovering from arthroscopic surgery on left knee
18440,2012-11-02,Knicks,, Iman Shumpert,placed on IL recovering from surgery on left knee to repair torn lateral meniscus / ACL
18441,2012-11-02,Lakers,, Steve Nash,placed on IL with fractured left leg
18442,2012-11-02,Lakers, Earl Clark,,activated from IL
18443,2012-11-02,Magic,, Al Harrington,placed on IL with right knee rehab / surgery on left knee (CBC)
18444,2012-11-02,Magic,, DeQuan Jones,placed on IL with strained left groin (P) / abdominal surgery (CBC)
18445,2012-11-02,Pacers,, Jeff Pendergraph / Jeff Ayres,placed on IL with headaches/concussion
18446,2012-11-02,Pacers, Miles Plumlee,,activated from IL
18447,2012-11-02,Rockets,, Greg Smith (b. 1991-01-08),placed on IL with sore left foot
18448,2012-11-02,Rockets, Patrick Patterson,,activated from IL
18449,2012-11-02,Timberwolves,, Kevin Love,placed on IL with fractured right hand
18450,2012-11-02,Timberwolves,, Ricky Rubio,placed on IL recovering from surgery on left knee to repair torn ACL
18451,2012-11-03,Blazers,, Aleksandar Pavlovic / Sasha Pavlovic,placed on IL with strained quadricep
18452,2012-11-03,Blazers, Ronnie Price,,activated from IL
18453,2012-11-03,Heat,, Josh Harrellson,placed on IL
18454,2012-11-03,Heat, Terrel Harris,,activated from IL
18455,2012-11-03,Mavericks,, Rodrigue Beaubois,placed on IL with sprained left ankle
18456,2012-11-03,Mavericks, Chris Kaman,,activated from IL
18457,2012-11-03,Nets,, Jerry Stackhouse,placed on IL
18458,2012-11-03,Nets,, Josh Childress,placed on IL with sore/sprained left ankle
18459,2012-11-03,Raptors, Dominic McGuire,,activated from IL
18460,2012-11-03,Rockets,, Royce White,placed on IL
18461,2012-11-03,Rockets, Scott Machado,,activated from IL
18462,2012-11-03,Spurs,, Cory Joseph,placed on IL
18463,2012-11-03,Spurs, Emanuel Ginobili / Manu Ginobili,,activated from IL
18464,2012-11-03,Warriors,, Andrew Bogut,placed on IL
18465,2012-11-03,Warriors, Jeremy Tyler,,activated from IL
